date,open,high,low,close,volume,date_str,daily_return,daily_volatility,sma_20,sma_50,volume_ma_20
2025-07-16,1.8,1.92,1.79,1.91,9916916.0,2025-07-16,0.10404624277456653,0.04869560701521647,1.89375,2.1115,7468575.35
2025-07-17,1.95,2.11,1.9303,2.01,17320218.0,2025-07-17,0.05235602094240832,0.04783127319162186,1.8992499999999999,2.1102999999999996,8042857.05
2025-07-18,2.04,2.07,1.97,1.99,9065764.0,2025-07-18,-0.00995024875621886,0.047722604438592664,1.9052499999999999,2.1079,8175092.45
2025-07-21,2.06,2.16,2.01,2.09,15449564.0,2025-07-21,0.05025125628140703,0.04743855429987522,1.92025,2.1083,8493169.7
2025-07-22,2.08,2.08,1.91,2.04,12674947.0,2025-07-22,-0.023923444976076458,0.04790655969504503,1.93325,2.1081,8780888.6
2025-07-23,2.24,2.33,2.05,2.16,26806330.0,2025-07-23,0.05882352941176472,0.045554473282158316,1.9442500000000003,2.1119,9705647.2
2025-07-24,2.18,2.18,2.05,2.06,9647483.0,2025-07-24,-0.04629629629629628,0.04670197590547433,1.9522499999999998,2.1113,9827761.4
2025-07-25,2.05,2.06,1.99,2.01,6848320.0,2025-07-25,-0.024271844660194275,0.04319426249097448,1.9497500000000003,2.1061,9734753.9
2025-07-28,2.06,2.09,1.93,1.97,8399826.0,2025-07-28,-0.01990049751243772,0.04129843135895794,1.95125,2.0972999999999997,8893256.7
2025-07-29,1.97,1.9967,1.85,1.9,7179636.0,2025-07-29,-0.035532994923857864,0.04210632563374944,1.94875,2.0915,8892316.0
2025-07-30,1.9,1.94,1.85,1.88,4163063.0,2025-07-30,-0.010526315789473717,0.042164732298475116,1.9455000000000002,2.0775,8821437.8
2025-07-31,1.92,2.03,1.895,1.9,6846071.0,2025-07-31,0.010638297872340496,0.041491982987825596,1.9400000000000002,2.0691,8885063.95
2025-08-01,1.82,1.86,1.78,1.82,5971060.0,2025-08-01,-0.042105263157894646,0.04216511078966638,1.9330000000000003,2.0587,8963700.25
2025-08-04,1.85,1.91,1.83,1.9,3133978.0,2025-08-04,0.0439560439560438,0.04180382700239595,1.935,2.0536999999999996,8767779.3
2025-08-05,1.9,1.95,1.86,1.93,2980379.0,2025-08-05,0.015789473684210575,0.041527289791333646,1.936,2.0461,8654714.15
2025-08-06,1.92,1.92,1.84,1.86,3503656.0,2025-08-06,-0.03626943005181338,0.042356731021713966,1.934,2.0393,8551629.25
2025-08-07,1.89,1.91,1.82,1.84,3947609.0,2025-08-07,-0.010752688172043001,0.04227424154242693,1.9325000000000003,2.0191,8476477.25
2025-08-08,1.855,1.87,1.81,1.83,4016597.0,2025-08-08,-0.005434782608695676,0.041830547995275566,1.9330000000000003,2.0051,8336990.35
2025-08-11,1.87,2.11,1.86,2.11,19462740.0,2025-08-11,0.15300546448087426,0.05390919271298934,1.9469999999999998,1.9965000000000002,9129870.8
2025-08-12,2.08,2.15,1.93,2.12,14529255.0,2025-08-12,0.004739336492891155,0.05184632149937014,1.9665,1.9927000000000001,9593170.6
2025-08-13,2.19,2.205,2.04,2.15,12021110.0,2025-08-13,0.014150943396226356,0.047071464797092365,1.9785,1.9876999999999998,9698380.3
2025-08-14,2.06,2.27,2.05,2.26,14354927.0,2025-08-14,0.051162790697674376,0.047011586397730225,1.991,1.9867,9550115.75
2025-08-15,2.26,2.33,2.1401,2.21,8980390.0,2025-08-15,-0.022123893805309658,0.04731873877329313,2.0020000000000002,1.9825,9545847.05
2025-08-18,2.2,2.25,2.1,2.21,6892791.0,2025-08-18,0.0,0.046180879052959055,2.008,1.9799,9118008.4
2025-08-19,2.25,2.25,1.98,2.03,11891922.0,2025-08-19,-0.08144796380090502,0.04965616352995561,2.0075,1.9733,9078857.15
2025-08-20,2.0,2.0487,1.9,2.0,7175348.0,2025-08-20,-0.01477832512315258,0.047829661916405274,1.9994999999999998,1.9657000000000002,8097308.05
2025-08-21,1.99,2.01,1.94,1.99,4427347.0,2025-08-21,-0.0050000000000000044,0.046731871881128664,1.996,1.9615,7836301.25
2025-08-22,2.0,2.11,1.99,2.09,7283425.0,2025-08-22,0.05025125628140703,0.04771705646398601,2.0,1.9627000000000001,7858056.5
2025-08-25,2.18,2.57,2.08,2.38,66141889.0,2025-08-25,0.13875598086124397,0.0561534197777384,2.0204999999999997,1.9705,10745159.65
2025-08-26,2.51,3.24,2.38,3.15,95940457.0,2025-08-26,0.32352941176470584,0.08856416030196582,2.0829999999999997,1.9959,15183200.7
2025-08-27,3.15,3.88,3.04,3.31,125124842.0,2025-08-27,0.050793650793650835,0.0881888847916853,2.1544999999999996,2.0214999999999996,21231289.65
2025-08-28,3.015,3.3,2.97,3.095,49148788.0,2025-08-28,-0.06495468277945615,0.09073323147064925,2.21425,2.0454000000000003,23346425.5
2025-08-29,3.405,3.59,3.01,3.045,50831444.0,2025-08-29,-0.016155088852988775,0.08985679870039276,2.2755,2.0688999999999997,25589444.7
2025-09-02,2.82,3.09,2.75,2.89,29880646.0,2025-09-02,-0.05090311986863705,0.0915391747759737,2.325,2.0908999999999995,26926778.1
2025-09-03,2.92,2.95,2.63,2.68,26171977.0,2025-09-03,-0.0726643598615917,0.09409440290682515,2.3625,2.1088999999999998,28086358.0
2025-09-04,2.651,2.69,2.51,2.54,20133764.0,2025-09-04,-0.052238805970149294,0.0946656862494439,2.3965,2.1209000000000002,28917863.4
2025-09-05,2.61,2.67,2.37,2.53,27245388.0,2025-09-05,-0.003937007874015852,0.09456327334466492,2.431,2.1334999999999997,30082752.35
2025-09-08,2.57,2.99,2.57,2.98,37863167.0,2025-09-08,0.17786561264822143,0.10067045515466033,2.4884999999999997,2.1519,31775080.85
2025-09-09,2.98,3.08,2.86,3.04,21414514.0,2025-09-09,0.020134228187919545,0.09634790550005919,2.5349999999999997,2.1739,31872669.55
2025-09-10,3.05,3.06,2.79,2.86,20932141.0,2025-09-10,-0.05921052631578949,0.0980102343176253,2.572,2.1921,32192813.85
2025-09-11,2.895,3.35,2.86,3.22,45894697.0,2025-09-11,0.12587412587412605,0.10085228615621745,2.6255,2.2176,33886493.2
2025-09-12,3.3,3.4883,3.2,3.285,34779483.0,2025-09-12,0.020186335403726607,0.1006629494913349,2.6767499999999997,2.2431,34907721.0
2025-09-15,3.425,3.97,3.36,3.89,74234315.0,2025-09-15,0.18417047184170476,0.10619183381981917,2.76075,2.2817,38170417.25
2025-09-16,3.95,4.25,3.68,3.87,51788896.0,2025-09-16,-0.005141388174807249,0.1062834171468264,2.84375,2.3219,40415222.5
2025-09-17,3.87,4.24,3.715,3.98,50577963.0,2025-09-17,0.028423772609819098,0.10282580668932832,2.94125,2.3632999999999997,42349524.55
2025-09-18,4.23,4.65,4.1,4.49,45894369.0,2025-09-18,0.1281407035175881,0.10387084230002444,3.0657500000000004,2.4151,44285475.6
2025-09-19,4.695,4.95,4.32,4.45,60753461.0,2025-09-19,-0.008908685968819552,0.10397526852748361,3.1887499999999998,2.4667000000000003,47101781.3
2025-09-22,4.44,5.57,4.36,5.54,75824226.0,2025-09-22,0.24494382022471917,0.11313433275447533,3.3612500000000005,2.5410999999999997,50528821.35
2025-09-23,5.61,5.71,4.765,4.87,63760010.0,2025-09-23,-0.12093862815884471,0.11787180582991247,3.4857499999999995,2.6019,50409727.4
2025-09-24,5.07,5.15,4.37,4.41,48837233.0,2025-09-24,-0.09445585215605745,0.10130306106294777,3.5487500000000005,2.6555,48054566.2
2025-09-25,4.14,4.3,3.97,4.09,35801403.0,2025-09-25,-0.07256235827664403,0.10316703528044689,3.5877499999999998,2.6991,43588394.25
2025-09-26,4.24,4.3,3.92,4.2,38614081.0,2025-09-26,0.02689486552567244,0.10143231871577583,3.643,2.7428999999999997,43061658.9
2025-09-29,4.46,4.59,4.06,4.1,55185464.0,2025-09-29,-0.023809523809523947,0.10159014039203854,3.6957500000000003,2.7851000000000004,43279359.9
2025-09-30,4.02,4.31,3.85,4.29,51088092.0,2025-09-30,0.04634146341463419,0.10035817225320184,3.7657499999999997,2.8291000000000004,44339732.2
2025-10-01,4.2,4.81,4.1301,4.76,48282983.0,2025-10-01,0.10955710955710951,0.09934345189491518,3.8697500000000007,2.8834999999999997,45445282.5
