director_compensation,director_compensation_dup1,director_compensation_dup2,none,none_dup1,none_dup2,none_dup3,none_dup4,none_dup5,none_dup6,none_dup7,none_dup8,none_dup9,none_dup10,none_dup11
Name,"Fees 
  Earned 
  or Paid 
  in Cash 
  ($)","Fees 
  Earned 
  or Paid 
  in Cash 
  ($)","Stock 
  Awards 
  ($)","Stock 
  Awards 
  ($)","Option 
  Awards 
  ($)","Option 
  Awards 
  ($)","Nonequity 
  Incentive 
  Plan 
  Compensation 
  ($)","Nonequity 
  Incentive 
  Plan 
  Compensation 
  ($)","Nonqualified 
  Deferred 
  Compensation 
  Earnings 
  ($)","Nonqualified 
  Deferred 
  Compensation 
  Earnings 
  ($)","All Other 
  Compensation 
  ($)","All Other 
  Compensation 
  ($)","Total 
  ($)","Total 
  ($)"
John Shigley,$-,$-,,14640,,-,,-,,-,,-,14640,14640
Stephen Markscheid,,-,,14640,,-,,-,,-,,-,,14640
Saul Factor,,-,,14640,,-,,-,,-,,-,,14640
