filename,filepath,filing_date,form_code,ticker,company,sheet_count,sheet_names,items_reported
RR (Richtech Robotics Inc.) Current report pursuant to Section 13 or 15(d) (8-K) 2024-10-22.xlsx,/Users/franciszektokarek/Documents/GitHub/Richtech-Robotics-Equity-Research/data/raw/8-k related/2024/RR (Richtech Robotics Inc.) Current report pursuant to Section 13 or 15(d) (8-K) 2024-10-22.xlsx,2024-10-22,8-K,RR,Richtech Robotics Inc.,3,"['not applicable', 'd exhibits', 'pursuant to item 601b10iv']",['601']
