filename,filepath,filing_date,form_code,ticker,company,sheet_count,sheet_names
RR (Richtech Robotics Inc.) Current report pursuant to Section 13 or 15(d) (8-K) 2025-02-11.xlsx,/Users/franciszektokarek/Documents/GitHub/Richtech-Robotics-Equity-Research/data/raw/8-k related/2025/RR (Richtech Robotics Inc.) Current report pursuant to Section 13 or 15(d) (8-K) 2025-02-11.xlsx,2025-02-11,8-K,RR,Richtech Robotics Inc.,4,"['not applicable', 'signature page follows', 'exhibit b', 'signature pages follow']"
