filename,filepath,filing_date,form_code,ticker,company,sheet_count,sheet_names
RR (Richtech Robotics Inc.) Current report pursuant to Section 13 or 15(d) (8-K) 2025-08-29.xlsx,/Users/franciszektokarek/Documents/GitHub/Richtech-Robotics-Equity-Research/data/raw/8-k related/2025/RR (Richtech Robotics Inc.) Current report pursuant to Section 13 or 15(d) (8-K) 2025-08-29.xlsx,2025-08-29,8-K,RR,Richtech Robotics Inc.,1,['signature']
