filename,filepath,filing_date,form_code,ticker,company,sheet_count,sheet_names
RR (Richtech Robotics Inc.) Current report pursuant to Section 13 or 15(d) (8-K) 2024-10-31.xlsx,/Users/franciszektokarek/Documents/GitHub/Richtech-Robotics-Equity-Research/data/raw/8-k related/2024/RR (Richtech Robotics Inc.) Current report pursuant to Section 13 or 15(d) (8-K) 2024-10-31.xlsx,2024-10-31,8-K,RR,Richtech Robotics Inc.,1,['signature']
