filename,filepath,filing_date,form_code,ticker,company,sheet_count,sheet_names
RR (Richtech Robotics Inc.) Current report pursuant to Section 13 or 15(d) (8-K) 2024-09-05.xlsx,/Users/franciszektokarek/Documents/GitHub/Richtech-Robotics-Equity-Research/data/raw/8-k related/2024/RR (Richtech Robotics Inc.) Current report pursuant to Section 13 or 15(d) (8-K) 2024-09-05.xlsx,2024-09-05,8-K,RR,Richtech Robotics Inc.,10,"['d exhibits', 'signature page follows', 'exhibit b', 'signature page follows-1', 'exhibit b-1', 'signature page follows-2', 'exhibit b-2', 'signature pages follow', 'closing statement', 'closing statement-1']"
